name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6708015,121354842434136,121354849142151
mov eax ebx                ,30036,121354850897426,121354850927462
nop                        ,30166,121354852627532,121354852657698
rdmsr 0x611                ,27590005,121354854299983,121354881889988
rdmsr 0x639                ,27436511,121354881997136,121354909433647
rdmsr 0x641                ,24492865,121354909470831,121354933963696
rdmsr 0x619                ,24368586,121354934063595,121354958432181
rdmsr 0x19C                ,24522545,121354958466828,121354982989373
rdmsr 0x17                 ,24767470,121354983062172,121355007829642
sys_call_overhead_proc_read,67355497
sys_call_overhead_sys_read ,136050692
