name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13093833,178755700970951,178755714064784
mov eax ebx                ,31339,178755717329109,178755717360448
nop                        ,31348,178755720539321,178755720570669
rdmsr 0x611                ,54395082,178755723827449,178755778222531
rdmsr 0x639                ,50049578,178755778283102,178755828332680
rdmsr 0x641                ,29294297,178755828369401,178755857663698
rdmsr 0x619                ,23628703,178755857686306,178755881315009
rdmsr 0x19C                ,23706363,178755881335673,178755905042036
rdmsr 0x17                 ,24174998,178755905110605,178755929285603
sys_call_overhead_proc_read,70777791
sys_call_overhead_sys_read ,142899151
