name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13137971,169897976318787,169897989456758
mov eax ebx                ,31354,169897992810231,169897992841585
nop                        ,31340,169897995879888,169897995911228
rdmsr 0x611                ,56791549,169897999081750,169898055873299
rdmsr 0x639                ,56779063,169898055969314,169898112748377
rdmsr 0x641                ,36521605,169898112799881,169898149321486
rdmsr 0x619                ,25282812,169898149356749,169898174639561
rdmsr 0x19C                ,25212304,169898174657767,169898199870071
rdmsr 0x17                 ,25473697,169898199888348,169898225362045
sys_call_overhead_proc_read,91547385
sys_call_overhead_sys_read ,144738027
