name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5350943,68234827575311,68234832926254
mov eax ebx                ,12235,68234834362531,68234834374766
nop                        ,13195,68234835679667,68234835692862
rdmsr 0x611                ,26898564,68234837075126,68234863973690
rdmsr 0x639                ,31091194,68234864024366,68234895115560
rdmsr 0x641                ,31090597,68234895141934,68234926232531
rdmsr 0x619                ,30503401,68234926259702,68234956763103
rdmsr 0x19C                ,24830133,68234956786657,68234981616790
rdmsr 0x17                 ,24612767,68234981646061,68235006258828
sys_call_overhead_proc_read,69569145
sys_call_overhead_sys_read ,137944423
