name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13274946,77133591305247,77133604580193
mov eax ebx                ,36210,77133608026155,77133608062365
nop                        ,31354,77133611365430,77133611396784
rdmsr 0x611                ,54345173,77133614750510,77133669095683
rdmsr 0x639                ,52685904,77133669239423,77133721925327
rdmsr 0x641                ,32280036,77133722065694,77133754345730
rdmsr 0x619                ,24609501,77133754421331,77133779030832
rdmsr 0x19C                ,25905401,77133779091501,77133804996902
rdmsr 0x17                 ,26816306,77133805048975,77133831865281
sys_call_overhead_proc_read,75818914
sys_call_overhead_sys_read ,154158694
