name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13212277,16538498920232,16538512132509
mov eax ebx                ,31367,16538515346274,16538515377641
nop                        ,31347,16538518465832,16538518497179
rdmsr 0x611                ,54359164,16538521629011,16538575988175
rdmsr 0x639                ,47293998,16538576086579,16538623380577
rdmsr 0x641                ,27737136,16538623419496,16538651156632
rdmsr 0x619                ,23295958,16538651175959,16538674471917
rdmsr 0x19C                ,23607292,16538674490197,16538698097489
rdmsr 0x17                 ,23848551,16538698118769,16538721967320
sys_call_overhead_proc_read,75886870
sys_call_overhead_sys_read ,138392384
