name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13188872,20084605238511,20084618427383
mov eax ebx                ,31350,20084621891400,20084621922750
nop                        ,31353,20084625178142,20084625209495
rdmsr 0x611                ,55675904,20084628422276,20084684098180
rdmsr 0x639                ,54696575,20084684198998,20084738895573
rdmsr 0x641                ,33035895,20084738957099,20084771992994
rdmsr 0x619                ,23947352,20084772016911,20084795964263
rdmsr 0x19C                ,22902732,20084795982401,20084818885133
rdmsr 0x17                 ,23179217,20084818902815,20084842082032
sys_call_overhead_proc_read,64047830
sys_call_overhead_sys_read ,135262743
