name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13068717,46581509747485,46581522816202
mov eax ebx                ,31370,46581526057399,46581526088769
nop                        ,31347,46581529219763,46581529251110
rdmsr 0x611                ,55677122,46581532409864,46581588086986
rdmsr 0x639                ,52616218,46581588174380,46581640790598
rdmsr 0x641                ,30722377,46581640825564,46581671547941
rdmsr 0x619                ,23490098,46581671577278,46581695067376
rdmsr 0x19C                ,22805469,46581695084887,46581717890356
rdmsr 0x17                 ,23637742,46581717907869,46581741545611
sys_call_overhead_proc_read,64790199
sys_call_overhead_sys_read ,134934488
