name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13199078,116240806481486,116240819680564
mov eax ebx                ,31351,116240823034175,116240823065526
nop                        ,31347,116240826280353,116240826311700
rdmsr 0x611                ,54259571,116240829483063,116240883742634
rdmsr 0x639                ,52995899,116240883851723,116240936847622
rdmsr 0x641                ,32806629,116240936914440,116240969721069
rdmsr 0x619                ,23800309,116240969741236,116240993541545
rdmsr 0x19C                ,23925569,116240993561737,116241017487306
rdmsr 0x17                 ,23680225,116241017515380,116241041195605
sys_call_overhead_proc_read,75267893
sys_call_overhead_sys_read ,139527163
