name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13176740,80735304146076,80735317322816
mov eax ebx                ,31340,80735320578427,80735320609767
nop                        ,31350,80735323723057,80735323754407
rdmsr 0x611                ,55682831,80735326966048,80735382648879
rdmsr 0x639                ,52209582,80735382758357,80735434967939
rdmsr 0x641                ,30387771,80735435026045,80735465413816
rdmsr 0x619                ,23482654,80735465433828,80735488916482
rdmsr 0x19C                ,22896067,80735488935868,80735511831935
rdmsr 0x17                 ,23174442,80735511855531,80735535029973
sys_call_overhead_proc_read,64593956
sys_call_overhead_sys_read ,155784710
