name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13173716,76002891818358,76002904992074
mov eax ebx                ,31350,76002908342687,76002908374037
nop                        ,31341,76002911528711,76002911560052
rdmsr 0x611                ,56622624,76002914787248,76002971409872
rdmsr 0x639                ,54986721,76002971495722,76003026482443
rdmsr 0x641                ,32735494,76003026523130,76003059258624
rdmsr 0x619                ,24072928,76003059280272,76003083353200
rdmsr 0x19C                ,23262139,76003083376677,76003106638816
rdmsr 0x17                 ,23406510,76003106659481,76003130065991
sys_call_overhead_proc_read,64298047
sys_call_overhead_sys_read ,135408204
