name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13179776,113733406764391,113733419944167
mov eax ebx                ,31372,113733423391059,113733423422431
nop                        ,31348,113733426690405,113733426721753
rdmsr 0x611                ,56881049,113733430400208,113733487281257
rdmsr 0x639                ,54257849,113733487387340,113733541645189
rdmsr 0x641                ,37349687,113733541746463,113733579096150
rdmsr 0x619                ,42381779,113733579199928,113733621581707
rdmsr 0x19C                ,43014692,113733621689067,113733664703759
rdmsr 0x17                 ,54261241,113733664847844,113733719109085
sys_call_overhead_proc_read,92995539
sys_call_overhead_sys_read ,155024048
