name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13182132,109724496455145,109724509637277
mov eax ebx                ,31351,109724512872303,109724512903654
nop                        ,31352,109724516105719,109724516137071
rdmsr 0x611                ,53868618,109724519384212,109724573252830
rdmsr 0x639                ,53847265,109724573308320,109724627155585
rdmsr 0x641                ,36418222,109724627212803,109724663631025
rdmsr 0x619                ,24624367,109724663655105,109724688279472
rdmsr 0x19C                ,24540415,109724688297421,109724712837836
rdmsr 0x17                 ,24768781,109724712860772,109724737629553
sys_call_overhead_proc_read,70677658
sys_call_overhead_sys_read ,141998460
