name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13158629,115338874247259,115338887405888
mov eax ebx                ,31342,115338890667070,115338890698412
nop                        ,31351,115338893855993,115338893887344
rdmsr 0x611                ,54280093,115338897109476,115338951389569
rdmsr 0x639                ,52382616,115338951493161,115339003875777
rdmsr 0x641                ,31891956,115339003917160,115339035809116
rdmsr 0x619                ,23288963,115339035844434,115339059133397
rdmsr 0x19C                ,22201270,115339059152342,115339081353612
rdmsr 0x17                 ,22447528,115339081371320,115339103818848
sys_call_overhead_proc_read,66867448
sys_call_overhead_sys_read ,135736970
