name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6000978,79621539672820,79621545673798
mov eax ebx                ,15675,79621547215783,79621547231458
nop                        ,15671,79621548795551,79621548811222
rdmsr 0x611                ,32420515,79621550400719,79621582821234
rdmsr 0x639                ,42990206,79621582876525,79621625866731
rdmsr 0x641                ,42990370,79621625904917,79621668895287
rdmsr 0x619                ,32138504,79621668932894,79621701071398
rdmsr 0x19C                ,23727364,79621701091965,79621724819329
rdmsr 0x17                 ,23801630,79621724836612,79621748638242
sys_call_overhead_proc_read,66320202
sys_call_overhead_sys_read ,143176306
