name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13040221,43984973454279,43984986494500
mov eax ebx                ,31350,43984989624459,43984989655809
nop                        ,31358,43984992718717,43984992750075
rdmsr 0x611                ,56643179,43984995999792,43985052642971
rdmsr 0x639                ,51470510,43985052745139,43985104215649
rdmsr 0x641                ,29737578,43985104266800,43985134004378
rdmsr 0x619                ,23450384,43985134025967,43985157476351
rdmsr 0x19C                ,23177550,43985157494710,43985180672260
rdmsr 0x17                 ,23547523,43985180689904,43985204237427
sys_call_overhead_proc_read,66241944
sys_call_overhead_sys_read ,134619590
