Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
433	30.44	1600	2754	0.81	100	0	0	4	2	4	35	0	8	0	0	0.00	1.63	0.30	2.16	45.73	0.00	12.31	0.00	0.00	31.05	0.59	37.92	0.00	51	0	51	172.54	88.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.13	3.35	0.00	1.08	0.00	0.00
340	19.31	1600	3407	0.83	59	0	0	0	3	5	51	0	5	0	1	0.00	0.00	0.68	2.95	76.88	0.00	7.84	0.00	0.82	22.28	4.74	53.66	0.00	50	0	51	201.64	101.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	4.97	0.00	1.30	0.00	0.00
373	26.47	1600	2725	1.01	62	0	0	0	2	3	35	0	10	0	0	0.00	0.00	0.37	1.01	48.20	0.00	15.38	0.00	0.00	21.28	0.95	51.30	0.00	51	0	52	167.93	100.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.75	3.50	0.00	1.05	0.00	0.00
404	21.40	1600	3654	0.71	58	0	0	1	4	4	57	0	3	0	1	0.00	0.02	1.35	0.62	82.51	0.00	6.78	0.00	1.97	26.16	0.11	48.81	3.52	51	0	51	179.27	108.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.60	4.81	0.00	1.44	0.00	0.00
398	26.64	1600	2888	0.65	49	0	1	0	14	9	63	0	1	0	0	0.08	0.00	3.24	2.45	61.34	0.00	1.87	0.00	0.00	31.05	3.27	39.04	0.00	51	0	51	192.28	95.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.84	3.93	0.00	1.04	0.00	0.00
374	22.07	1600	3280	0.69	57	0	1	2	7	2	58	0	1	0	0	0.05	0.03	0.81	0.76	81.11	0.00	0.29	0.00	0.00	23.39	1.22	53.32	0.00	51	0	51	168.54	104.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.08	4.14	0.00	1.13	0.00	0.00
424	26.37	1600	3113	0.57	49	0	0	2	20	17	71	0	0	0	1	0.00	0.03	4.22	5.46	64.35	0.00	0.00	0.00	0.57	32.48	5.36	35.79	0.00	51	0	51	191.03	98.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.40	4.37	0.00	1.11	0.00	0.00
450	28.15	1600	3090	0.63	42	0	0	3	27	20	51	0	3	0	0	0.00	0.09	9.79	9.98	46.95	0.00	5.42	0.00	0.00	40.35	12.73	18.78	0.00	51	0	51	203.22	99.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.14	4.65	0.00	1.10	0.00	0.00
385	23.06	1600	3228	0.76	51	0	0	1	12	2	50	0	0	0	0	0.00	0.00	6.33	1.18	73.11	0.00	0.00	0.00	0.00	34.26	2.05	40.64	0.00	51	0	51	203.89	102.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.40	4.79	0.00	1.18	0.00	0.00
372	27.58	1600	2610	0.83	47	0	0	0	3	1	48	0	0	0	0	0.00	0.00	0.53	0.48	60.31	0.00	0.00	0.00	0.00	24.43	1.02	46.97	0.00	51	0	51	171.26	87.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.14	3.14	0.00	0.84	0.00	0.00
380	22.33	1600	3293	0.82	64	0	0	0	0	6	52	0	3	0	1	0.00	0.00	0.00	2.78	76.29	0.00	2.69	0.00	1.21	22.56	3.10	52.01	0.00	51	0	51	176.90	104.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.32	4.22	0.00	1.40	0.00	0.00
374	23.12	1600	3131	0.72	59	0	0	1	2	2	53	0	6	0	0	0.00	0.02	0.24	1.12	66.63	0.00	10.17	0.00	0.00	22.53	0.00	54.35	0.00	51	0	51	170.10	101.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.54	3.89	0.00	1.07	0.00	0.00
422	24.20	1600	3371	0.65	54	0	0	2	5	7	61	0	5	0	0	0.00	0.05	0.60	3.10	71.37	0.00	7.91	0.00	0.00	28.44	2.45	44.91	0.00	50	0	51	189.77	103.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.66	4.57	0.00	1.39	0.00	0.00
393	24.33	1600	3129	0.73	49	0	0	1	12	4	55	0	0	0	0	0.00	0.02	4.09	0.93	71.90	0.00	0.00	0.00	0.00	31.09	0.13	44.44	0.00	51	0	51	192.66	101.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.17	4.48	0.00	1.19	0.00	0.00
458	29.11	1600	3045	0.60	42	0	0	3	17	23	60	0	0	0	0	0.00	0.09	3.38	11.48	55.38	0.00	0.00	0.00	0.00	30.21	11.38	29.30	0.00	51	0	51	201.06	99.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.68	4.49	0.00	0.99	0.00	0.00
410	25.06	1600	3165	0.62	49	0	1	3	16	16	58	0	0	0	0	0.05	0.13	4.69	8.23	64.11	0.00	0.00	0.00	0.00	35.59	7.69	31.66	0.00	51	0	51	198.27	99.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.35	4.58	0.00	1.16	0.00	0.00
391	24.21	1600	3123	0.69	42	0	1	3	17	9	53	0	0	0	0	0.05	0.07	4.44	4.19	68.24	0.00	0.00	0.00	0.00	33.94	7.07	34.77	0.00	51	0	51	205.21	99.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.94	4.53	0.00	0.96	0.00	0.00
440	30.16	1600	2824	0.82	50	0	0	0	5	2	49	0	2	0	0	0.00	0.00	1.15	0.85	60.19	0.00	1.83	0.00	0.00	31.69	0.42	37.74	0.00	51	0	51	168.97	81.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.18	3.29	0.00	0.95	0.00	0.00
288	18.11	1600	3075	0.83	82	0	0	0	1	3	63	0	15	0	3	0.00	0.00	0.15	0.96	58.80	0.00	15.55	0.00	6.21	21.07	1.03	59.79	0.00	51	0	51	164.39	92.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.72	3.72	0.00	1.13	0.00	0.00
