Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
194	11.93	1599	3152	0.77	92	0	0	4	1	1	38	0	6	0	0	0.00	5.43	0.31	0.76	72.90	0.00	10.64	0.00	0.00	22.38	0.00	65.69	0.00	50	0	50	98.62	82.70	0.00	0.00	1.22	15.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.34	2.69	0.00	1.15	0.00	0.00
203	13.60	1600	2891	0.87	49	0	0	0	0	1	44	0	4	0	0	0.00	0.00	0.00	0.47	74.54	0.00	6.03	0.00	0.00	17.27	0.83	68.30	0.00	50	0	50	83.98	74.10	0.00	0.00	2.05	12.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.28	2.03	0.00	0.81	0.00	0.00
450	27.52	1600	3165	0.79	51	0	0	0	3	2	42	0	6	0	0	0.00	0.00	0.37	0.96	61.43	0.00	11.71	0.00	0.00	24.41	0.82	47.24	0.00	50	0	50	173.88	106.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.92	4.06	0.00	1.45	0.00	0.00
381	22.93	1600	3218	0.80	50	0	0	0	0	4	46	0	8	0	0	0.00	0.00	0.00	1.89	63.66	0.00	14.96	0.00	0.00	25.44	3.12	48.51	0.00	50	0	50	211.74	96.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.22	4.73	0.00	1.27	0.00	0.00
352	22.03	1599	3096	0.93	49	0	0	0	0	1	38	0	6	0	0	0.00	0.00	0.00	0.57	67.75	0.00	9.97	0.00	0.00	21.77	1.01	55.19	0.00	51	0	51	180.28	102.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.65	4.33	0.00	1.17	0.00	0.00
446	29.63	1600	2909	0.92	42	0	0	1	0	1	34	0	7	0	0	0.00	0.00	0.00	0.28	53.66	0.00	12.44	0.00	0.00	25.34	0.00	37.12	7.91	50	0	50	168.43	93.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.49	3.49	0.00	0.85	0.00	0.00
411	24.81	1600	3207	0.63	57	0	0	2	5	8	65	0	4	0	0	0.00	0.03	1.15	1.57	70.59	0.00	5.05	0.00	0.00	25.87	1.70	47.63	0.00	50	0	50	178.46	101.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.20	4.12	0.00	1.34	0.00	0.00
387	23.15	1600	3234	0.71	50	0	0	0	5	9	49	0	4	0	0	0.00	0.00	1.93	3.25	70.62	0.00	4.92	0.00	0.00	28.55	4.17	44.13	0.00	50	0	50	212.06	106.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.45	4.93	0.00	1.22	0.00	0.00
426	27.60	1600	2983	0.66	42	0	0	1	9	13	57	0	1	0	0	0.00	0.03	5.17	5.97	57.75	0.00	1.30	0.00	0.00	34.91	6.92	30.57	0.00	50	0	50	183.86	94.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.24	4.08	0.00	0.95	0.00	0.00
398	24.14	1600	3192	0.58	49	0	0	3	19	17	66	0	0	0	0	0.00	0.09	4.93	7.88	65.93	0.00	0.00	0.00	0.00	29.84	5.10	40.92	0.00	50	0	50	205.51	102.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.34	4.88	0.00	1.18	0.00	0.00
459	29.02	1600	3058	0.64	50	0	0	2	16	19	57	0	0	0	0	0.00	0.09	7.03	7.69	55.81	0.00	0.00	0.00	0.00	36.66	8.55	25.77	0.00	50	0	50	206.58	98.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.07	4.58	0.00	1.09	0.00	0.00
385	28.93	1600	2575	0.78	50	0	0	1	5	10	40	0	0	0	0	0.00	0.00	3.71	4.84	50.85	0.00	0.00	0.00	0.00	30.76	6.67	33.64	0.00	50	0	51	196.74	98.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.52	3.59	0.00	0.97	0.00	0.00
344	22.06	1600	3019	0.80	61	0	0	0	7	1	57	0	1	0	0	0.00	0.00	1.16	0.52	73.98	0.00	0.69	0.00	0.00	19.35	0.95	57.64	0.00	51	0	51	153.76	91.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.32	3.43	0.00	1.08	0.00	0.00
411	20.93	1600	3804	0.77	69	0	0	1	3	4	46	0	13	0	0	0.00	0.03	0.40	1.95	69.29	0.00	25.93	0.00	0.00	26.46	2.11	50.50	0.00	51	0	51	177.06	109.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.13	5.07	0.00	1.41	0.00	0.00
