Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
259	10.48	2398	3192	0.83	73	0	0	10	2	2	25	0	0	0	0	0.00	25.67	0.82	2.31	63.68	0.00	0.00	0.00	0.00	56.98	2.42	30.12	0.00	52	0	52	83.41	74.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.77	6.09	0.00	1.13	0.00	0.00
229	9.99	2389	2969	0.84	33	0	0	0	3	2	34	0	0	0	0	0.00	0.00	0.97	2.00	83.59	0.00	0.00	0.00	0.00	14.70	3.59	71.72	0.00	52	0	52	77.59	70.57	0.00	0.00	2.88	20.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.77	3.84	0.00	0.99	0.00	0.00
222	10.32	2153	3091	0.85	41	0	0	0	0	2	38	0	0	0	0	0.00	0.00	0.00	1.21	88.60	0.00	0.00	0.00	0.00	14.03	1.26	74.38	0.00	51	0	51	81.51	74.13	0.00	0.00	3.65	17.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.98	3.70	0.00	1.17	0.00	0.00
206	10.35	2088	2956	0.85	33	0	0	0	3	2	38	0	2	0	0	0.00	0.00	0.84	0.24	83.32	0.00	1.51	0.00	0.00	14.99	0.00	74.67	0.00	51	0	52	80.65	73.76	0.00	0.00	1.85	16.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.55	3.24	0.00	0.87	0.00	0.00
200	10.78	1867	3073	0.84	41	0	0	0	2	0	37	0	6	0	0	0.00	0.00	0.30	0.00	78.45	0.00	10.13	0.00	0.00	15.05	0.00	74.17	0.00	51	0	51	85.89	76.38	0.00	0.00	2.39	15.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.34	3.17	0.00	1.01	0.00	0.00
272	19.58	1705	2525	0.85	42	0	0	0	2	2	40	0	10	0	0	0.00	0.00	0.35	0.69	54.21	0.00	10.56	0.00	0.00	18.54	0.75	60.53	0.59	51	0	51	97.74	69.25	0.00	0.00	2.53	11.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.06	2.24	0.00	0.73	0.00	0.00
396	21.35	1600	3588	0.79	60	0	0	2	1	7	58	0	7	0	0	0.00	0.02	0.13	1.11	79.01	0.00	11.33	0.00	0.00	24.00	0.14	54.51	0.00	52	0	52	187.04	100.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.27	5.00	0.00	1.55	0.00	0.00
374	25.23	1600	2867	0.89	59	0	0	0	1	3	51	0	2	0	0	0.00	0.00	0.05	1.25	67.40	0.00	0.82	0.00	0.00	20.01	1.35	53.40	0.00	52	0	52	159.52	92.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	3.26	0.00	0.92	0.00	0.00
366	20.78	1600	3408	0.90	57	0	0	1	1	1	40	0	10	0	0	0.00	0.02	0.26	0.52	72.83	0.00	13.93	0.00	0.00	23.76	0.84	50.42	4.19	52	0	52	181.76	115.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.37	4.66	0.00	1.53	0.00	0.00
299	18.24	1600	3168	0.67	57	0	0	1	1	7	54	0	2	0	2	0.00	0.00	0.05	2.33	77.67	0.00	1.61	0.00	2.39	18.95	3.56	56.55	2.70	51	0	51	143.36	102.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.17	3.41	0.00	1.01	0.00	0.00
183	11.46	1599	3091	0.83	48	0	0	0	1	1	41	0	5	0	0	0.00	0.00	0.15	0.71	80.19	0.00	7.74	0.00	0.00	15.67	1.23	71.64	0.00	51	0	51	89.40	79.61	0.00	0.00	2.56	14.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.55	2.50	0.00	1.11	0.00	0.00
184	11.49	1601	3093	0.83	41	0	0	0	2	4	40	0	6	0	0	0.00	0.00	0.20	1.42	78.66	0.00	8.54	0.00	0.00	15.45	1.28	69.21	2.58	51	0	51	93.19	81.32	0.00	0.00	1.48	13.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.21	2.32	0.00	0.94	0.00	0.00
186	11.59	1600	3113	0.83	43	0	0	0	1	1	38	0	8	0	0	0.00	0.00	0.07	0.42	76.49	0.00	12.27	0.00	0.00	15.47	0.00	69.01	3.94	50	0	51	90.23	79.87	0.00	0.00	2.67	13.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.11	2.46	0.00	1.12	0.00	0.00
183	11.49	1599	3076	0.83	47	0	0	0	1	1	35	0	11	0	0	0.00	0.00	0.11	0.52	68.00	0.00	19.65	0.00	0.00	15.83	0.85	65.72	6.11	50	0	51	90.36	79.44	0.00	0.00	3.21	13.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.82	2.19	0.00	0.93	0.00	0.00
187	11.64	1600	3111	0.83	41	0	0	1	2	2	36	0	9	0	0	0.00	0.04	0.31	0.57	71.62	0.00	16.63	0.00	0.00	15.41	0.00	66.11	6.84	51	0	51	93.45	80.78	0.00	0.00	1.55	13.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.96	2.36	0.00	0.94	0.00	0.00
183	11.44	1601	3098	0.83	49	0	0	0	1	1	34	0	11	0	0	0.00	0.00	0.26	0.59	66.67	0.00	21.44	0.00	0.00	16.35	1.01	66.03	5.17	51	0	51	89.54	79.79	0.00	0.00	3.01	13.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.23	2.51	0.00	1.12	0.00	0.00
184	11.52	1600	3096	0.83	40	0	0	1	2	3	38	0	9	0	0	0.00	0.00	0.33	0.73	72.17	0.00	15.64	0.00	0.00	15.46	0.00	69.83	3.19	50	0	51	92.68	81.04	0.00	0.00	1.48	15.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	2.26	0.00	0.92	0.00	0.00
183	11.46	1600	3089	0.82	49	0	0	0	1	1	36	0	9	0	0	0.00	0.00	0.09	0.61	74.15	0.00	13.87	0.00	0.00	15.74	1.06	70.52	1.22	51	0	51	89.54	79.47	0.00	0.00	3.02	13.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.11	2.31	0.00	1.12	0.00	0.00
184	11.48	1600	3103	0.84	41	0	0	0	2	1	35	0	11	0	0	0.00	0.00	0.57	0.53	68.04	0.00	19.96	0.00	0.00	15.82	0.00	72.70	0.00	51	0	51	92.13	80.91	0.00	0.00	1.47	13.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.71	2.17	0.00	0.92	0.00	0.00
184	11.48	1600	3094	0.83	41	0	0	1	0	2	31	0	13	0	0	0.00	0.07	0.00	0.95	66.29	0.00	21.50	0.00	0.00	15.55	0.85	64.10	8.02	50	0	51	89.47	79.42	0.00	0.00	3.15	13.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.15	2.43	0.00	1.12	0.00	0.00
182	11.38	1600	3090	0.84	49	0	0	0	1	1	34	0	12	0	0	0.00	0.00	0.27	0.66	64.95	0.00	22.96	0.00	0.00	16.07	1.14	67.18	4.23	50	0	51	90.10	80.80	0.00	0.00	2.54	13.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.85	2.34	0.00	0.91	0.00	0.00
